name,team,position,gw1_opponent_team,gw2_opponent_team,gw3_opponent_team,gw4_opponent_team,gw5_opponent_team,gw6_opponent_team,gw7_opponent_team,gw8_opponent_team,gw9_opponent_team,gw10_opponent_team,gw11_opponent_team,gw12_opponent_team,gw13_opponent_team,gw14_opponent_team,gw15_opponent_team,gw16_opponent_team,gw17_opponent_team,gw18_opponent_team,gw19_opponent_team,gw20_opponent_team,gw21_opponent_team,gw22_opponent_team,gw23_opponent_team,gw24_opponent_team,gw25_opponent_team,gw26_opponent_team,gw27_opponent_team,gw28_opponent_team,gw29_opponent_team,gw30_opponent_team,gw31_opponent_team,gw32_opponent_team,gw33_opponent_team,gw34_opponent_team,gw35_opponent_team,gw36_opponent_team,gw37_opponent_team,gw38_opponent_team
Daiki Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,14.0,,2.0,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Dan Burn,15.0,DEF,2.0,13.0,11.0,5.0,4.0,17.0,6.0,19.0,8.0,20.0,1.0,3.0,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0,2.0,12.0,16.0,3.0,1.0,20.0,7.0,,19.0,9.0,10.0,18.0,8.0,17.0,6.0,5.0,4.0
Dan Potts,12.0,DEF,5.0,,7.0,19.0,10.0,20.0,9.0,18.0,16.0,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Dane Scarlett,18.0,FWD,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Dango Ouattara,3.0,MID,19.0,11.0,18.0,4.0,7.0,5.0,1.0,9.0,20.0,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Daniel Bentley,20.0,GK,14.0,5.0,9.0,8.0,11.0,12.0,13.0,2.0,3.0,15.0,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0,10.0,,2.0,6.0,19.0,16.0,1.0,12.0,13.0,8.0,11.0
Daniel Castelo Podence,20.0,MID,14.0,5.0,9.0,8.0,11.0,12.0,13.0,2.0,3.0,15.0,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0,10.0,,2.0,6.0,19.0,16.0,1.0,12.0,13.0,8.0,11.0
Daniel Gore,,,,,16.0,1.0,5.0,6.0,8.0,4.0,17.0,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0,9.0,,4.0,7.0,11.0,3.0,17.0,6.0,8.0,1.0,5.0
Daniel Jebbison,17.0,FWD,8.0,16.0,13.0,9.0,18.0,15.0,19.0,10.0,14.0,1.0,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0,1.0,3.0,,10.0,11.0,7.0,4.0,6.0,15.0,16.0,9.0,18.0
Daniel MuÃ±oz,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,7.0,9.0,6.0,18.0,12.0,,16.0,3.0,13.0,11.0,19.0,10.0,14.0,20.0,2.0
Danilo dos Santos de Oliveira,16.0,MID,1.0,17.0,14.0,7.0,6.0,13.0,4.0,8.0,12.0,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0,5.0,12.0,8.0,10.0,18.0,20.0,9.0,13.0,17.0,7.0,6.0
Danny Ings,19.0,FWD,3.0,7.0,5.0,12.0,13.0,11.0,17.0,15.0,2.0,9.0,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0,6.0,2.0,15.0,18.0,20.0,10.0,8.0,11.0,7.0,12.0,13.0
Danny Welbeck,5.0,FWD,12.0,20.0,19.0,15.0,14.0,3.0,2.0,11.0,13.0,10.0,9.0,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0,16.0,,11.0,4.0,1.0,6.0,13.0,3.0,2.0,15.0,14.0
Dara Costelloe,6.0,MID,13.0,,2.0,18.0,16.0,14.0,15.0,7.0,4.0,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
Dara O'Shea,6.0,DEF,13.0,,2.0,18.0,16.0,14.0,15.0,7.0,4.0,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
Darko Churlinov,6.0,MID,13.0,,2.0,18.0,16.0,14.0,15.0,7.0,4.0,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
Darren Randolph,3.0,GK,19.0,11.0,18.0,4.0,7.0,5.0,1.0,9.0,20.0,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Darwin NÃºÃ±ez Ribeiro,11.0,FWD,7.0,3.0,15.0,2.0,20.0,19.0,18.0,5.0,9.0,16.0,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0,13.0,,5.0,17.0,14.0,8.0,10.0,19.0,18.0,2.0,20.0
David Brooks,3.0,MID,19.0,11.0,18.0,4.0,7.0,5.0,1.0,9.0,20.0,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
David Datro Fofana,7.0,FWD,11.0,19.0,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
David Ozoh,,,,,,,,,14.0,16.0,15.0,18.0,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0,12.0,,16.0,3.0,13.0,11.0,19.0,10.0,14.0,20.0,2.0
David Raya Martin,4.0,GK,18.0,8.0,10.0,14.0,9.0,18.0,3.0,13.0,7.0,17.0,15.0,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0,4.0,,13.0,12.0,5.0,2.0,20.0,18.0,3.0,14.0,9.0
Davinson SÃ¡nchez,18.0,DEF,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Dean Henderson,14.0,GK,20.0,18.0,16.0,20.0,2.0,10.0,14.0,16.0,15.0,18.0,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0,12.0,,16.0,3.0,13.0,11.0,19.0,10.0,14.0,20.0,2.0
Declan Rice,1.0,MID,16.0,8.0,10.0,14.0,9.0,18.0,3.0,13.0,7.0,17.0,15.0,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0,4.0,,13.0,12.0,5.0,2.0,20.0,18.0,3.0,14.0,9.0
Deivid Washington de Souza EugÃªnio,,,,,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0,15.0,,6.0,14.0,17.0,9.0,1.0,2.0,19.0,16.0,3.0
Dejan Kulusevski,18.0,MID,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Dele Alli,9.0,MID,10.0,2.0,20.0,17.0,1.0,4.0,12.0,3.0,11.0,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Demarai Gray,9.0,MID,10.0,2.0,20.0,17.0,1.0,4.0,12.0,3.0,11.0,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Denis Franchi,6.0,GK,13.0,,2.0,18.0,16.0,14.0,15.0,7.0,4.0,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
Deniz Undav,5.0,FWD,12.0,20.0,19.0,15.0,14.0,3.0,2.0,11.0,13.0,10.0,9.0,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0,16.0,,11.0,4.0,1.0,6.0,13.0,3.0,2.0,15.0,14.0
Dermot Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,4.0,7.0,11.0,3.0,17.0,6.0,8.0,1.0,5.0
Destiny Udogie,18.0,DEF,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Detlef Esapa Osong,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,15.0,19.0,2.0,11.0,5.0,12.0,8.0,10.0,18.0,20.0,9.0,13.0,17.0,7.0,6.0
Devan Tanton,,,,,,,,,,,,5.0,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0,5.0,20.0,18.0,17.0,16.0,15.0,19.0,11.0,8.0,4.0,13.0,12.0
Diego Carlos Santos Silva,2.0,DEF,15.0,9.0,6.0,11.0,8.0,7.0,5.0,20.0,19.0,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0,18.0,19.0,20.0,13.0,4.0,1.0,3.0,7.0,5.0,11.0,8.0
Diego Manuel Jadon da Silva Moreira,,,,,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0,15.0,,6.0,14.0,17.0,9.0,1.0,2.0,19.0,16.0,3.0
Diogo Dalot Teixeira,14.0,DEF,20.0,18.0,16.0,1.0,5.0,6.0,8.0,4.0,17.0,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0,9.0,,4.0,7.0,11.0,3.0,17.0,6.0,8.0,1.0,5.0
Diogo Teixeira da Silva,11.0,MID,7.0,3.0,15.0,2.0,20.0,19.0,18.0,5.0,9.0,16.0,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0,13.0,,5.0,17.0,14.0,8.0,10.0,19.0,18.0,2.0,20.0
Dion Pereira,12.0,MID,5.0,,7.0,19.0,10.0,20.0,9.0,18.0,16.0,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Divin Mubama,19.0,FWD,3.0,7.0,5.0,12.0,13.0,11.0,17.0,15.0,2.0,9.0,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0,6.0,2.0,15.0,18.0,20.0,10.0,8.0,11.0,7.0,12.0,13.0
Divock Origi,,,,,,,6.0,13.0,4.0,8.0,12.0,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0,5.0,12.0,8.0,10.0,18.0,20.0,9.0,13.0,17.0,7.0,6.0
Djed Spence,18.0,DEF,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Djordje Petrovic,,,,,,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,,,,,,,,,,,,,,,,,,
Dominic Calvert-Lewin,9.0,FWD,10.0,2.0,20.0,17.0,1.0,4.0,12.0,3.0,11.0,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Dominic Dos Santos Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Dominic Sadi,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Dominic Solanke,3.0,FWD,19.0,11.0,18.0,4.0,7.0,5.0,1.0,9.0,20.0,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Dominik Szoboszlai,11.0,MID,7.0,3.0,15.0,2.0,20.0,19.0,18.0,5.0,9.0,16.0,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0,13.0,,5.0,17.0,14.0,8.0,10.0,19.0,18.0,2.0,20.0
Donny van de Beek,14.0,MID,20.0,18.0,16.0,1.0,5.0,6.0,8.0,4.0,17.0,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0,9.0,,4.0,7.0,11.0,3.0,17.0,6.0,8.0,1.0,5.0
Douglas Luiz Soares de Paulo,2.0,MID,15.0,9.0,6.0,11.0,8.0,7.0,5.0,20.0,19.0,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0,18.0,19.0,20.0,13.0,4.0,1.0,3.0,7.0,5.0,11.0,8.0
Dovydas Sasnauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,3.0,,10.0,11.0,7.0,4.0,6.0,15.0,16.0,9.0,18.0
Dwight McNeil,9.0,MID,10.0,2.0,20.0,17.0,1.0,4.0,12.0,3.0,11.0,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Eberechi Eze,8.0,MID,17.0,1.0,4.0,20.0,2.0,10.0,14.0,16.0,15.0,18.0,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0,12.0,,16.0,3.0,13.0,11.0,19.0,10.0,14.0,20.0,2.0
Eddie Beach,,,,,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0,15.0,,6.0,14.0,17.0,9.0,1.0,2.0,19.0,16.0,3.0
Eddie Nketiah,1.0,FWD,16.0,8.0,10.0,14.0,9.0,18.0,3.0,13.0,7.0,17.0,15.0,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0,4.0,,13.0,12.0,5.0,2.0,20.0,18.0,3.0,14.0,9.0
Ederson Santana de Moraes,13.0,GK,6.0,15.0,17.0,10.0,19.0,16.0,20.0,1.0,5.0,14.0,3.0,7.0,11.0,18.0,2.0,12.0,8.0,,9.0,17.0,15.0,6.0,4.0,9.0,7.0,3.0,14.0,11.0,,1.0,2.0,8.0,12.0,5.0,16.0,20.0,10.0,19.0
Edson Ãlvarez VelÃ¡zquez,19.0,MID,3.0,7.0,5.0,12.0,13.0,11.0,17.0,15.0,2.0,9.0,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0,6.0,2.0,15.0,18.0,20.0,10.0,8.0,11.0,7.0,12.0,13.0
Elijah Adebayo,12.0,FWD,5.0,,7.0,19.0,10.0,20.0,9.0,18.0,16.0,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Elijah Campbell,,,,,,,,,,,,,,,,,,,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Ellery Balcombe,4.0,GK,18.0,10.0,8.0,3.0,15.0,9.0,16.0,14.0,6.0,7.0,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0,7.0,1.0,6.0,14.0,5.0,2.0,17.0,12.0,9.0,10.0,3.0,15.0
Elliot Anderson,15.0,MID,2.0,13.0,11.0,5.0,4.0,17.0,6.0,19.0,8.0,20.0,1.0,3.0,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0,2.0,12.0,16.0,3.0,1.0,20.0,7.0,,19.0,9.0,10.0,18.0,8.0,17.0,6.0,5.0,4.0
Elliot Thorpe,12.0,MID,5.0,,7.0,19.0,10.0,20.0,9.0,18.0,16.0,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0,8.0,16.0,18.0,1.0,3.0,13.0,4.0,20.0,9.0,19.0,10.0
Ellis Simms,9.0,FWD,10.0,2.0,20.0,17.0,1.0,4.0,12.0,3.0,11.0,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0,14.0,,3.0,15.0,6.0,7.0,16.0,4.0,12.0,17.0,1.0
Emerson Leite de Souza Junior,18.0,DEF,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Emerson Palmieri dos Santos,19.0,DEF,3.0,7.0,5.0,12.0,13.0,11.0,17.0,15.0,2.0,9.0,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0,6.0,2.0,15.0,18.0,20.0,10.0,8.0,11.0,7.0,12.0,13.0
Emil Krafth,15.0,DEF,2.0,13.0,11.0,5.0,4.0,17.0,6.0,19.0,8.0,20.0,1.0,3.0,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0,2.0,12.0,16.0,3.0,1.0,20.0,7.0,,19.0,9.0,10.0,18.0,8.0,17.0,6.0,5.0,4.0
Emile Smith Rowe,1.0,MID,16.0,8.0,10.0,14.0,9.0,18.0,3.0,13.0,7.0,17.0,15.0,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0,4.0,,13.0,12.0,5.0,2.0,20.0,18.0,3.0,14.0,9.0
Emiliano BuendÃ­a Stati,2.0,MID,15.0,9.0,6.0,11.0,8.0,7.0,5.0,20.0,19.0,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0,18.0,19.0,20.0,13.0,4.0,1.0,3.0,7.0,5.0,11.0,8.0
Emiliano Marcondes,3.0,MID,19.0,11.0,18.0,4.0,7.0,5.0,1.0,9.0,20.0,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Emiliano MartÃ­nez Romero,2.0,GK,15.0,9.0,6.0,11.0,8.0,7.0,5.0,20.0,19.0,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0,18.0,19.0,20.0,13.0,4.0,1.0,3.0,7.0,5.0,11.0,8.0
Emmanuel Dennis,16.0,FWD,1.0,17.0,14.0,7.0,6.0,13.0,4.0,8.0,12.0,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0,5.0,12.0,8.0,10.0,18.0,20.0,9.0,13.0,17.0,7.0,6.0
Enes Ãnal,,,,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,15.0,13.0,6.0,17.0,,9.0,8.0,12.0,14.0,2.0,5.0,1.0,4.0,7.0
Enock Agyei,6.0,MID,13.0,,2.0,18.0,16.0,14.0,15.0,7.0,4.0,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0,19.0,4.0,7.0,20.0,9.0,5.0,17.0,14.0,15.0,18.0,16.0
Enso GonzÃ¡lez,,,,,,8.0,11.0,12.0,13.0,2.0,3.0,15.0,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0,10.0,,2.0,6.0,19.0,16.0,1.0,12.0,13.0,8.0,11.0
Enzo FernÃ¡ndez,7.0,MID,11.0,19.0,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0,15.0,,6.0,14.0,17.0,9.0,1.0,2.0,19.0,16.0,3.0
Eric Bailly,14.0,DEF,20.0,18.0,16.0,1.0,5.0,6.0,8.0,4.0,17.0,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0,9.0,,4.0,7.0,11.0,3.0,17.0,6.0,8.0,1.0,5.0
Eric Dier,18.0,DEF,4.0,14.0,3.0,6.0,17.0,1.0,11.0,12.0,10.0,8.0,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0,2.0,10.0,12.0,19.0,16.0,15.0,,1.0,11.0,6.0,17.0
Erling Haaland,13.0,FWD,6.0,15.0,17.0,10.0,19.0,16.0,20.0,1.0,5.0,14.0,3.0,7.0,11.0,18.0,2.0,12.0,8.0,,9.0,17.0,15.0,6.0,4.0,9.0,7.0,3.0,14.0,11.0,,1.0,2.0,8.0,12.0,5.0,16.0,20.0,10.0,19.0
Ethan Ampadu,7.0,DEF,11.0,19.0,12.0,16.0,3.0,2.0,10.0,6.0,1.0,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0,15.0,,6.0,14.0,17.0,9.0,1.0,2.0,19.0,16.0,3.0
Ethan Brierley,,,,,8.0,3.0,15.0,9.0,16.0,14.0,6.0,7.0,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0,7.0,1.0,6.0,14.0,5.0,2.0,17.0,12.0,9.0,10.0,3.0,15.0
Ethan Horvath,16.0,GK,1.0,17.0,14.0,7.0,6.0,13.0,4.0,8.0,12.0,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0,5.0,12.0,8.0,10.0,18.0,20.0,9.0,13.0,17.0,7.0,6.0
Ethan Nwaneri,,,,,,,,,,,,,,,,,,,,,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0,4.0,,13.0,12.0,5.0,2.0,20.0,18.0,3.0,14.0,9.0
Ethan Pinnock,4.0,DEF,18.0,10.0,8.0,3.0,15.0,9.0,16.0,14.0,6.0,7.0,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0,7.0,1.0,6.0,14.0,5.0,2.0,17.0,12.0,9.0,10.0,3.0,15.0
Ethan Wheatley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,6.0,8.0,1.0,5.0
Evan Ferguson,5.0,FWD,12.0,20.0,19.0,15.0,14.0,3.0,2.0,11.0,13.0,10.0,9.0,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0,16.0,,11.0,4.0,1.0,6.0,13.0,3.0,2.0,15.0,14.0
Ezri Konsa Ngoyo,2.0,DEF,15.0,9.0,6.0,11.0,8.0,7.0,5.0,20.0,19.0,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0,18.0,19.0,20.0,13.0,4.0,1.0,3.0,7.0,5.0,11.0,8.0
Fabian Mrozek,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,16.0,13.0,,5.0,17.0,14.0,8.0,10.0,19.0,18.0,2.0,20.0
