name,team,position,gw1_minutes,gw2_minutes,gw3_minutes,gw4_minutes,gw5_minutes,gw6_minutes,gw7_minutes,gw8_minutes,gw9_minutes,gw10_minutes,gw11_minutes,gw12_minutes,gw13_minutes,gw14_minutes,gw15_minutes,gw16_minutes,gw17_minutes,gw18_minutes,gw19_minutes,gw20_minutes,gw21_minutes,gw22_minutes,gw23_minutes,gw24_minutes,gw25_minutes,gw26_minutes,gw27_minutes,gw28_minutes,gw29_minutes,gw30_minutes,gw31_minutes,gw32_minutes,gw33_minutes,gw34_minutes,gw35_minutes,gw36_minutes,gw37_minutes,gw38_minutes
Brice Samba,16.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bruno Borges Fernandes,14.0,MID,89.0,90.0,90.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,83
Bruno GuimarÃ£es Rodriguez Moura,15.0,MID,90.0,90.0,90.0,0.0,0.0,0.0,,71.0,58.0,77.0,77.0,90.0,88.0,82.0,90.0,90.0,90.0,90.0,90.0,45.0,90.0,0.0,0.0,0.0,,90.0,90.0,90.0,90.0,90.0,90.0,69.0,90.0,90.0,90.0,90.0,90.0,90
Bryan Gil Salvatierra,18.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,62.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bryan Mbeumo,4.0,FWD,90.0,72.0,90.0,77.0,67.0,82.0,,75.0,60.0,61.0,79.0,71.0,60.0,82.0,80.0,73.0,81.0,58.0,87.0,88.0,73.0,81.0,70.0,90.0,,90.0,90.0,90.0,78.0,16.0,90.0,90.0,28.0,90.0,90.0,90.0,90.0,88
Bukayo Saka,1.0,MID,90.0,83.0,87.0,90.0,87.0,90.0,,90.0,90.0,90.0,81.0,,90.0,26.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,71.0,90.0,30.0,90.0,90.0,90.0,79.0,73.0,86.0,90.0,90.0,59
Callum Hudson-Odoi,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Callum Wilson,15.0,FWD,89.0,86.0,69.0,0.0,0.0,0.0,,0.0,65.0,83.0,77.0,86.0,87.0,85.0,45.0,14.0,0.0,26.0,67.0,90.0,68.0,90.0,0.0,26.0,,61.0,22.0,0.0,10.0,45.0,34.0,24.0,86.0,45.0,77.0,72.0,67.0,21
Calum Chambers,2.0,DEF,0.0,1.0,0.0,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,31.0,5.0,1.0,45.0,0.0,5.0,24.0,5.0,26.0,0.0,0.0,0.0,0
Calvin Ramsay,12.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cameron Archer,2.0,FWD,8.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cameron Peupion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
Cameron Plain,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Caoimhin Kelleher,12.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
Carlos Alcaraz,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,25.0,78.0,3.0,0.0,49.0,54.0,20.0,36.0,68.0,79.0,45.0,90.0,76.0,75.0,72.0,70.0,90
Carlos Henrique Casimiro,,,,,,10.0,31.0,10.0,,,31.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,69.0,0.0,0.0,,76.0,33.0,,0.0,0.0,90.0,,90.0,90.0,90.0,90.0,90.0,66
Carlos Ribeiro Dias,16.0,MID,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos VinÃ­cius Alves Morais,,,,,,,,5.0,,1.0,53.0,90.0,3.0,5.0,1.0,0.0,75.0,90.0,5.0,0.0,0.0,1.0,3.0,1.0,6.0,28.0,90.0,7.0,0.0,,90.0,90.0,1.0,8.0,23.0,90.0,90.0,64.0,0.0,10
Carney Chukwuemeka,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0,3.0,68.0,62.0,8.0,0.0,0.0,0.0,0.0,15.0,8.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,30
Charlie Goode,4.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Charlie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Che Adams,17.0,FWD,0.0,90.0,31.0,90.0,90.0,90.0,,70.0,90.0,90.0,73.0,90.0,17.0,90.0,63.0,90.0,90.0,90.0,90.0,84.0,60.0,80.0,16.0,0.0,0.0,62.0,75.0,69.0,0.0,0.0,0.0,0.0,29.0,13.0,75.0,0.0,0.0,0
Cheick DoucourÃ©,7.0,MID,74.0,78.0,90.0,90.0,90.0,90.0,,,83.0,63.0,55.0,90.0,0.0,0.0,76.0,84.0,83.0,90.0,90.0,90.0,90.0,81.0,90.0,90.0,90.0,61.0,0.0,90.0,90.0,79.0,84.0,77.0,0.0,90.0,90.0,80.0,90.0,67
Cheikhou KouyatÃ©,,,,,6.0,15.0,78.0,75.0,,0.0,45.0,90.0,69.0,29.0,79.0,80.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,25.0,24.0,20.0,5.0,17.0,18
Chem Campbell,20.0,MID,5.0,0.0,0.0,0.0,0.0,0.0,,4.0,17.0,18.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Mepham,3.0,DEF,90.0,90.0,90.0,81.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,0.0,90.0,37.0,9.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,90.0,0.0,0
Chris Richards,7.0,DEF,0.0,11.0,1.0,33.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,90.0,90.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0
Chris Wood,15.0,FWD,1.0,3.0,21.0,64.0,26.0,1.0,,1.0,0.0,6.0,12.0,3.0,2.0,4.0,45.0,75.0,87.0,63.0,22.0,1.0,74.0,72.0,62.0,11.0,76.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christian Benteke,7.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christian Eriksen,14.0,MID,90.0,86.0,85.0,90.0,90.0,90.0,,,90.0,82.0,0.0,3.0,79.0,78.0,90.0,90.0,76.0,60.0,67.0,71.0,90.0,0.0,0.0,0.0,,0.0,0.0,,0.0,13.0,78.0,,60.0,75.0,73.0,80.0,85.0,24
Christian NÃ¸rgaard,4.0,MID,72.0,79.0,90.0,68.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.0,90.0,90.0,90.0,90.0,90.0,90.0,83.0,,90.0,73.0,90.0,90.0,80.0,90.0,45.0,0.0,0.0,0.0,0.0,0.0,0
Christian Pulisic,6.0,MID,25.0,6.0,26.0,15.0,24.0,59.0,,,6.0,71.0,0.0,29.0,16.0,78.0,12.0,45.0,81.0,86.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,61.0,10.0,29.0,55.0,,0.0,0.0,0.0,0.0,5.0,2
Christian Saydee,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ciaran Clark,15.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Claudio Gomes,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
ClÃ©ment Lenglet,18.0,DEF,4.0,0.0,0.0,0.0,0.0,90.0,,90.0,70.0,0.0,0.0,0.0,80.0,90.0,90.0,56.0,90.0,90.0,85.0,87.0,0.0,0.0,0.0,77.0,90.0,90.0,90.0,90.0,76.0,90.0,34.0,0.0,90.0,0.0,87.0,90.0,90.0,90
Cody Drameh,10.0,DEF,0.0,0.0,0.0,0.0,0.0,70.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cody Gakpo,,,,,,,,,,,,,,,,,,,,,0.0,90.0,81.0,84.0,79.0,58.0,84.0,78.0,90.0,,81.0,90.0,80.0,59.0,77.0,72.0,90.0,90.0,90.0,33
Cole Palmer,13.0,MID,2.0,0.0,0.0,1.0,35.0,0.0,,13.0,15.0,20.0,0.0,,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,28.0,,0.0,0.0,0.0,0.0,90.0,90
Connor Ronan,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Conor Coady,20.0,DEF,0.0,80.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,90
Conor Coventry,19.0,MID,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Conor Gallagher,6.0,MID,1.0,5.0,63.0,27.0,0.0,59.0,,,14.0,85.0,32.0,15.0,0.0,78.0,26.0,90.0,8.0,18.0,21.0,90.0,90.0,90.0,11.0,6.0,0.0,22.0,45.0,28.0,10.0,90.0,90.0,,45.0,19.0,90.0,90.0,68.0,69
Craig Dawson,19.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,45.0,64.0,90.0,90.0,90.0,90.0,45.0,90.0,90.0,90.0,0
Cristian Romero,18.0,DEF,90.0,90.0,0.0,0.0,0.0,90.0,,31.0,90.0,90.0,86.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,86.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0
Cristiano Ronaldo dos Santos Aveiro,14.0,FWD,37.0,90.0,4.0,22.0,22.0,32.0,,,0.0,61.0,71.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Crysencio Summerville,10.0,MID,5.0,0.0,0.0,0.0,0.0,31.0,,,11.0,28.0,6.0,90.0,26.0,90.0,90.0,90.0,0.0,20.0,62.0,0.0,0.0,33.0,90.0,60.0,29.0,90.0,65.0,9.0,73.0,0.0,24.0,90.0,58.0,90.0,25.0,0.0,28.0,0
Curtis Jones,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.0,90.0,30.0,16.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,59.0,90.0,80.0,83.0,85.0,81.0,83.0,62.0,56
CÃ©dric Alves Soares,1.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,,8.0,67.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0
CÃ©sar Azpilicueta,6.0,DEF,90.0,17.0,3.0,45.0,66.0,0.0,,,0.0,90.0,45.0,90.0,90.0,0.0,90.0,45.0,37.0,90.0,90.0,1.0,9.0,30.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,90.0,15.0,0.0,90.0,90
Dale Taylor,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dan Burn,15.0,DEF,90.0,90.0,90.0,64.0,90.0,11.0,,90.0,82.0,90.0,77.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,86.0,90.0,90.0,90.0,90.0,67.0,90.0,22.0,90.0,81.0,90.0,90.0,15
Dane Scarlett,18.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dango Ouattara,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,78.0,57.0,90.0,81.0,90.0,90.0,45.0,37.0,11.0,29.0,1.0,90.0,90.0,72.0,24.0,90
Daniel Adu-Adjei,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Amartey,11.0,DEF,90.0,62.0,90.0,90.0,0.0,18.0,,0.0,0.0,23.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Bentley,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0
Daniel Castelo Podence,20.0,MID,90.0,90.0,58.0,7.0,15.0,81.0,,69.0,90.0,90.0,90.0,90.0,90.0,90.0,45.0,22.0,72.0,80.0,45.0,63.0,23.0,7.0,0.0,29.0,14.0,0.0,68.0,56.0,45.0,63.0,0.0,9.0,0.0,45.0,0.0,29.0,69.0,0
Daniel Iversen,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
Daniel James,10.0,MID,0.0,56.0,69.0,58.0,14.0,30.0,,20.0,69.0,76.0,45.0,17.0,0.0,0.0,14.0,31.0,8.0,28.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,21.0,5.0,89.0,0.0,90.0,14.0,0.0,0.0,0.0,10
Danilo dos Santos de Oliveira,,,,,,,,,,,,,,,,,,,,,,,45.0,45.0,0.0,57.0,0.0,0.0,0.0,0.0,85.0,77.0,90.0,90.0,90.0,90.0,90.0,90.0,72.0,0
Danny Ings,2.0,FWD,65.0,77.0,24.0,77.0,7.0,0.0,,6.0,7.0,25.0,90.0,68.0,90.0,90.0,11.0,82.0,4.0,8.0,24.0,58.0,18.0,9.0,23.0,18.0,83.0,90.0,85.0,,64.0,60.0,0.0,25.0,20.0,21.0,0.0,82.0,90.0,28
Danny Ward,11.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Welbeck,5.0,FWD,90.0,90.0,90.0,87.0,27.0,90.0,,,90.0,90.0,90.0,90.0,78.0,0.0,25.0,58.0,0.0,0.0,0.0,24.0,65.0,56.0,0.0,0.0,,14.0,22.0,,82.0,65.0,51.0,,17.0,55.0,45.0,30.0,25.0,0
Darko Gyabi,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darren Randolph,19.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darwin NÃºÃ±ez Ribeiro,12.0,FWD,39.0,56.0,0.0,0.0,0.0,79.0,,,1.0,90.0,18.0,56.0,0.0,90.0,86.0,86.0,87.0,90.0,90.0,0.0,27.0,90.0,69.0,58.0,0.0,77.0,65.0,,20.0,30.0,9.0,30.0,12.0,17.0,64.0,0.0,0.0,0
David Brooks,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,55.0,55
David Datro Fofana,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
David De Gea Quintana,14.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90
David Ozoh,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Raya Martin,4.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
Davinson SÃ¡nchez,18.0,DEF,0.0,0.0,90.0,90.0,90.0,0.0,,58.0,19.0,0.0,3.0,8.0,80.0,56.0,0.0,33.0,23.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,22.0,67.0,0.0,0.0,0.0,0.0,90.0,90
Dean Henderson,16.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Declan Rice,19.0,MID,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,32.0,90.0,90
Dejan Kulusevski,18.0,MID,85.0,90.0,85.0,82.0,75.0,12.0,,69.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,89.0,90.0,0.0,0.0,87.0,90.0,88.0,78.0,89.0,78.0,76.0,6.0,80.0,90.0,77.0,90.0,71.0,29.0,65.0,11.0,28.0,74.0,66
Dele Alli,8.0,MID,29.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Demarai Gray,8.0,MID,90.0,80.0,90.0,90.0,90.0,90.0,,80.0,90.0,90.0,90.0,78.0,72.0,75.0,90.0,90.0,34.0,90.0,90.0,90.0,90.0,0.0,29.0,0.0,20.0,88.0,85.0,90.0,76.0,90.0,90.0,80.0,0.0,0.0,0.0,14.0,45.0,86
Denis Zakaria,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,73.0,,0.0,0.0,0.0,0.0,0.0,0
Deniz Undav,5.0,FWD,1.0,0.0,0.0,0.0,11.0,6.0,,,0.0,0.0,21.0,5.0,11.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,74.0,56.0,17.0,,0.0,0.0,,7.0,0.0,0.0,,15.0,79.0,45.0,8.0,16.0,88
Dennis Praet,11.0,MID,0.0,27.0,0.0,54.0,0.0,0.0,,0.0,10.0,0.0,8.0,69.0,28.0,0.0,0.0,65.0,16.0,0.0,0.0,22.0,34.0,23.0,13.0,15.0,76.0,45.0,0.0,24.0,0.0,9.0,28.0,14.0,8.0,2.0,45.0,0.0,0.0,0
Dexter Lembikisa,,,,,,,,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diego Carlos Santos Silva,2.0,DEF,90.0,90.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0
Diego Da Silva Costa,,,,,,,,,,0.0,32.0,56.0,81.0,74.0,79.0,90.0,0.0,0.0,90.0,45.0,65.0,0.0,0.0,0.0,31.0,20.0,6.0,27.0,0.0,0.0,25.0,62.0,72.0,57.0,88.0,45.0,82.0,77.0,20.0,0
Diego Llorente,10.0,DEF,90.0,90.0,90.0,90.0,90.0,90.0,,,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diogo Dalot Teixeira,14.0,DEF,90.0,90.0,85.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,72.0,90.0,,90.0,0.0,,90.0,0.0,90.0,,90.0,90.0,3.0,0.0,0.0,90
Diogo Pinheiro Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diogo Teixeira da Silva,12.0,FWD,0.0,0.0,0.0,0.0,0.0,10.0,,,15.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,70.0,12.0,45.0,,69.0,60.0,81.0,80.0,58.0,27.0,72.0,16.0,27.0,90
Divin Mubama,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0
Djed Spence,18.0,DEF,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dominic Ballard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,4
